Year,Month,City,Manufacturer,Vehicle Model,Units Sold,Speed (km/h),Range (km/charge),Price (INR)
2018,Apr,Delhi,TVS,450X,144,41,78,63089
2018,Apr,Delhi,TVS,S1 Pro,3358,68,121,65620
2018,Apr,Delhi,TVS,Photon HX,3862,42,77,147806
2018,Apr,Delhi,TVS,Chetak,4444,43,64,123399
2018,Apr,Delhi,TVS,iQube,4709,93,123,147384
2018,Apr,Bangalore,Ather,450X,2973,52,93,119355
2018,Apr,Bangalore,Ather,S1 Pro,735,97,83,106372
2018,Apr,Bangalore,Ather,Photon HX,228,50,81,101818
2018,Apr,Bangalore,Ather,Chetak,4320,55,92,105937
2018,Apr,Bangalore,Ather,iQube,2469,56,122,46522
2018,Apr,Bangalore,Ola Electric,450X,4594,89,72,107024
2018,Apr,Bangalore,Ola Electric,S1 Pro,289,88,123,128332
2018,Apr,Bangalore,Ola Electric,Photon HX,1101,80,61,45070
2018,Apr,Bangalore,Ola Electric,Chetak,2277,79,96,70791
2018,Apr,Bangalore,Ola Electric,iQube,3782,96,87,89830
2018,Apr,Bangalore,Hero Electric,450X,3702,94,113,52704
2018,Apr,Bangalore,Hero Electric,S1 Pro,4608,100,107,101590
2018,Apr,Bangalore,Hero Electric,Photon HX,4532,48,115,103625
2018,Apr,Bangalore,Hero Electric,Chetak,1998,53,84,111288
2018,Apr,Bangalore,Hero Electric,iQube,2871,67,67,50210
2018,Apr,Bangalore,Bajaj,450X,2089,64,95,126306
2018,Apr,Bangalore,Bajaj,S1 Pro,3442,96,115,101796
2018,Apr,Bangalore,Bajaj,Photon HX,3816,43,104,143232
2018,Apr,Bangalore,Bajaj,Chetak,2805,86,56,55670
2018,Apr,Bangalore,Bajaj,iQube,2886,97,86,144225
2018,Apr,Bangalore,TVS,450X,385,79,104,143161
2018,Apr,Bangalore,TVS,S1 Pro,1356,65,84,83153
2018,Apr,Bangalore,TVS,Photon HX,3941,50,94,56454
2018,Apr,Bangalore,TVS,Chetak,4743,66,92,81650
2018,Apr,Bangalore,TVS,iQube,4569,58,94,129795
2018,Apr,Chennai,Ather,450X,2459,68,104,102771
2018,Apr,Chennai,Ather,S1 Pro,3951,70,122,92471
2018,Apr,Chennai,Ather,Photon HX,4804,86,67,67048
2018,Apr,Chennai,Ather,Chetak,2178,75,67,104969
2018,Apr,Chennai,Ather,iQube,4150,84,108,81910
2018,Apr,Chennai,Ola Electric,450X,379,93,59,102823
2018,Apr,Chennai,Ola Electric,S1 Pro,4329,81,122,78373
2018,Apr,Chennai,Ola Electric,Photon HX,572,73,98,91230
2018,Apr,Chennai,Ola Electric,Chetak,1200,51,96,111299
2018,Apr,Chennai,Ola Electric,iQube,102,42,78,103796
2018,Apr,Chennai,Hero Electric,450X,2385,56,89,110643
2018,Apr,Chennai,Hero Electric,S1 Pro,1717,76,121,127325
2018,Apr,Chennai,Hero Electric,Photon HX,2680,90,117,52846
2018,Apr,Chennai,Hero Electric,Chetak,4697,57,62,149196
2018,Apr,Chennai,Hero Electric,iQube,4744,41,77,115597
2018,Apr,Chennai,Bajaj,450X,4873,78,85,130919
2018,Apr,Chennai,Bajaj,S1 Pro,394,86,65,55162
2018,Apr,Chennai,Bajaj,Photon HX,840,85,56,60251
2018,Apr,Chennai,Bajaj,Chetak,2620,82,95,127214
2018,Apr,Chennai,Bajaj,iQube,4807,58,99,123750
2018,Apr,Chennai,TVS,450X,2883,44,77,84314
2018,Apr,Chennai,TVS,S1 Pro,4477,78,61,65171
2018,Apr,Chennai,TVS,Photon HX,1542,86,96,129439
2018,Apr,Chennai,TVS,Chetak,4849,60,94,89531
2018,Apr,Chennai,TVS,iQube,3823,62,119,141764
2018,Apr,Kolkata,Ather,450X,639,42,66,107724
2018,Apr,Kolkata,Ather,S1 Pro,4759,72,125,126644
2018,Apr,Kolkata,Ather,Photon HX,2343,81,65,64933
2018,Apr,Kolkata,Ather,Chetak,4543,68,60,71504
2018,Apr,Kolkata,Ather,iQube,2380,68,82,57712
2018,Apr,Kolkata,Ola Electric,450X,1440,70,119,114901
2018,Apr,Kolkata,Ola Electric,S1 Pro,4884,97,74,46467
2018,Apr,Kolkata,Ola Electric,Photon HX,1648,56,103,127409
2018,Apr,Kolkata,Ola Electric,Chetak,605,58,108,148430
2018,Apr,Kolkata,Ola Electric,iQube,3825,42,91,101227
2018,Apr,Kolkata,Hero Electric,450X,2206,71,101,51509
2018,Apr,Kolkata,Hero Electric,S1 Pro,1788,60,59,104342
2018,Apr,Kolkata,Hero Electric,Photon HX,2825,54,62,136471
2018,Apr,Kolkata,Hero Electric,Chetak,4754,87,102,97957
2018,Apr,Kolkata,Hero Electric,iQube,656,65,78,123569
2018,Apr,Kolkata,Bajaj,450X,1027,91,81,118363
2018,Apr,Kolkata,Bajaj,S1 Pro,4198,65,106,82694
2018,Apr,Kolkata,Bajaj,Photon HX,2532,60,95,114673
2018,Apr,Kolkata,Bajaj,Chetak,3696,43,86,104321
2018,Apr,Kolkata,Bajaj,iQube,2831,47,68,119796
2018,Apr,Kolkata,TVS,450X,933,57,103,85187
2018,Apr,Kolkata,TVS,S1 Pro,2326,87,81,127276
2018,Apr,Kolkata,TVS,Photon HX,2054,69,107,71226
2018,Apr,Kolkata,TVS,Chetak,4377,90,63,109392
2018,Apr,Kolkata,TVS,iQube,2889,49,92,135937
2018,May,Mumbai,Ather,450X,3547,75,70,101330
2018,May,Mumbai,Ather,S1 Pro,3657,73,95,80956
2018,May,Mumbai,Ather,Photon HX,4095,70,69,58185
2018,May,Mumbai,Ather,Chetak,834,56,120,108638
2018,May,Mumbai,Ather,iQube,4634,96,81,144391
2018,May,Mumbai,Ola Electric,450X,4824,49,71,118591
2018,May,Mumbai,Ola Electric,S1 Pro,4697,96,118,75963
2018,May,Mumbai,Ola Electric,Photon HX,2321,74,111,143663
2018,May,Mumbai,Ola Electric,Chetak,4091,96,92,139418
2018,May,Mumbai,Ola Electric,iQube,4917,79,65,48880
2018,May,Mumbai,Hero Electric,450X,2411,99,83,131389
2018,May,Mumbai,Hero Electric,S1 Pro,386,81,100,141379
2018,May,Mumbai,Hero Electric,Photon HX,262,79,83,137839
2018,May,Mumbai,Hero Electric,Chetak,2045,80,69,88093
2018,May,Mumbai,Hero Electric,iQube,3927,55,81,126685
2018,May,Mumbai,Bajaj,450X,1428,71,56,89310
2018,May,Mumbai,Bajaj,S1 Pro,4211,96,123,48815
2018,May,Mumbai,Bajaj,Photon HX,2066,76,61,70536
2018,May,Mumbai,Bajaj,Chetak,2436,57,94,71689
2018,May,Mumbai,Bajaj,iQube,816,41,101,58134
2018,May,Mumbai,TVS,450X,725,49,124,61538
2018,May,Mumbai,TVS,S1 Pro,2199,40,105,52323
2018,May,Mumbai,TVS,Photon HX,3727,90,110,133042
2018,May,Mumbai,TVS,Chetak,1080,53,98,128902
2018,May,Mumbai,TVS,iQube,1199,98,109,51374
2018,May,Delhi,Ather,450X,998,46,125,144540
2018,May,Delhi,Ather,S1 Pro,4084,78,76,128937
2018,May,Delhi,Ather,Photon HX,4768,52,76,112955
2018,May,Delhi,Ather,Chetak,4630,43,126,83349
2018,May,Delhi,Ather,iQube,1870,44,58,101338
2018,May,Delhi,Ola Electric,450X,4165,44,77,110510
2018,May,Delhi,Ola Electric,S1 Pro,2466,80,86,71921
2018,May,Delhi,Ola Electric,Photon HX,4848,99,93,128132
2018,May,Delhi,Ola Electric,Chetak,2543,78,59,137169
2018,May,Delhi,Ola Electric,iQube,574,66,119,146599
2018,May,Delhi,Hero Electric,450X,4022,95,86,146001
2018,May,Delhi,Hero Electric,S1 Pro,1451,92,77,131956
2018,May,Delhi,Hero Electric,Photon HX,2811,63,120,70179
2018,May,Delhi,Hero Electric,Chetak,4675,58,72,87332
2018,May,Delhi,Hero Electric,iQube,308,88,97,57420
2018,May,Delhi,Bajaj,450X,164,94,122,70407
2018,May,Delhi,Bajaj,S1 Pro,2214,70,117,60290
2018,May,Delhi,Bajaj,Photon HX,1824,58,85,57634
2018,May,Delhi,Bajaj,Chetak,4052,61,83,80161
2018,May,Delhi,Bajaj,iQube,3325,65,109,125647
2018,May,Delhi,TVS,450X,1974,83,78,108620
2018,May,Delhi,TVS,S1 Pro,4241,57,126,132272
2018,May,Delhi,TVS,Photon HX,3623,81,61,96602
2018,May,Delhi,TVS,Chetak,1400,49,76,110018
2018,May,Delhi,TVS,iQube,2910,83,106,116052
2018,May,Bangalore,Ather,450X,3483,100,126,53665
2018,May,Bangalore,Ather,S1 Pro,1413,59,83,139620
2018,May,Bangalore,Ather,Photon HX,3356,48,120,134022
2018,May,Bangalore,Ather,Chetak,2790,78,94,101949
2018,May,Bangalore,Ather,iQube,4700,93,99,137913
2018,May,Bangalore,Ola Electric,450X,2700,88,71,66165
2018,May,Bangalore,Ola Electric,S1 Pro,332,45,73,85547
2018,May,Bangalore,Ola Electric,Photon HX,2522,91,125,109613
2018,May,Bangalore,Ola Electric,Chetak,1075,67,108,120985
2018,May,Bangalore,Ola Electric,iQube,3982,57,112,143725
2018,May,Bangalore,Hero Electric,450X,322,94,65,80524
2018,May,Bangalore,Hero Electric,S1 Pro,2285,83,63,119292
2018,May,Bangalore,Hero Electric,Photon HX,3023,45,96,108535
2018,May,Bangalore,Hero Electric,Chetak,3858,94,100,81128
2018,May,Bangalore,Hero Electric,iQube,4686,80,125,90813
2018,May,Bangalore,Bajaj,450X,1293,75,127,83248
2018,May,Bangalore,Bajaj,S1 Pro,4820,80,99,50174
2018,May,Bangalore,Bajaj,Photon HX,3876,56,116,56829
2018,May,Bangalore,Bajaj,Chetak,2126,59,61,92930
2018,May,Bangalore,Bajaj,iQube,3811,84,67,75748
2018,May,Bangalore,TVS,450X,4773,58,113,111972
2018,May,Bangalore,TVS,S1 Pro,3957,55,85,139781
2018,May,Bangalore,TVS,Photon HX,3312,97,112,145404
2018,May,Bangalore,TVS,Chetak,3241,55,98,46345
2018,May,Bangalore,TVS,iQube,4770,97,56,85275
2018,May,Chennai,Ather,450X,373,81,72,140164
2018,May,Chennai,Ather,S1 Pro,4553,52,82,140609
2018,May,Chennai,Ather,Photon HX,4609,94,119,121453
2018,May,Chennai,Ather,Chetak,4811,51,111,98212
2018,May,Chennai,Ather,iQube,3486,64,101,132090
2018,May,Chennai,Ola Electric,450X,4211,86,102,84010
2018,May,Chennai,Ola Electric,S1 Pro,769,80,66,101821
2018,May,Chennai,Ola Electric,Photon HX,4464,77,110,72684
2018,May,Chennai,Ola Electric,Chetak,4039,58,70,124699
2018,May,Chennai,Ola Electric,iQube,403,96,58,146029
2018,May,Chennai,Hero Electric,450X,1650,81,75,74288
2018,May,Chennai,Hero Electric,S1 Pro,126,82,101,114175
2018,May,Chennai,Hero Electric,Photon HX,2275,55,112,103084
2018,May,Chennai,Hero Electric,Chetak,4210,47,58,81034
2018,May,Chennai,Hero Electric,iQube,291,55,88,115318
2018,May,Chennai,Bajaj,450X,548,81,74,131221
2018,May,Chennai,Bajaj,S1 Pro,2721,64,57,81301
2018,May,Chennai,Bajaj,Photon HX,923,75,59,64293
2018,May,Chennai,Bajaj,Chetak,2290,89,90,85962
2018,May,Chennai,Bajaj,iQube,1599,41,96,88460
2018,May,Chennai,TVS,450X,2235,58,105,87818
2018,May,Chennai,TVS,S1 Pro,1385,53,60,123489
2018,May,Chennai,TVS,Photon HX,2253,81,120,74705
2018,May,Chennai,TVS,Chetak,3974,67,90,93557
2018,May,Chennai,TVS,iQube,2453,55,95,49575
2018,May,Kolkata,Ather,450X,3111,97,86,137608
2018,May,Kolkata,Ather,S1 Pro,1704,68,90,112590
2018,May,Kolkata,Ather,Photon HX,3304,87,113,49492
2018,May,Kolkata,Ather,Chetak,4403,83,120,50363
2018,May,Kolkata,Ather,iQube,2623,51,103,61577
2018,May,Kolkata,Ola Electric,450X,2791,46,78,68077
2018,May,Kolkata,Ola Electric,S1 Pro,3051,57,87,143453
2018,May,Kolkata,Ola Electric,Photon HX,1518,97,97,135702
2018,May,Kolkata,Ola Electric,Chetak,1506,40,73,130483
2018,May,Kolkata,Ola Electric,iQube,2728,71,102,144082
2018,May,Kolkata,Hero Electric,450X,4891,72,104,111743
2018,May,Kolkata,Hero Electric,S1 Pro,1041,52,60,90526
2018,May,Kolkata,Hero Electric,Photon HX,1287,98,83,97525
2018,May,Kolkata,Hero Electric,Chetak,2310,97,60,117375
2018,May,Kolkata,Hero Electric,iQube,1741,70,88,132921
2018,May,Kolkata,Bajaj,450X,3761,77,74,53569
2018,May,Kolkata,Bajaj,S1 Pro,3063,41,110,134535
2018,May,Kolkata,Bajaj,Photon HX,3754,56,82,68954
2018,May,Kolkata,Bajaj,Chetak,2307,82,126,60918
2018,May,Kolkata,Bajaj,iQube,2741,59,124,105443
2018,May,Kolkata,TVS,450X,389,59,73,132596
2018,May,Kolkata,TVS,S1 Pro,1781,65,89,142947
2018,May,Kolkata,TVS,Photon HX,4873,46,96,141671
2018,May,Kolkata,TVS,Chetak,4412,62,71,75588
2018,May,Kolkata,TVS,iQube,1043,74,78,142515
2018,Jun,Mumbai,Ather,450X,4819,71,113,69473
2018,Jun,Mumbai,Ather,S1 Pro,2036,63,91,119766
2018,Jun,Mumbai,Ather,Photon HX,2576,68,99,126636
2018,Jun,Mumbai,Ather,Chetak,2753,62,124,137020
2018,Jun,Mumbai,Ather,iQube,4478,56,114,121010
2018,Jun,Mumbai,Ola Electric,450X,3255,76,71,48303
2018,Jun,Mumbai,Ola Electric,S1 Pro,2543,64,59,91371
2018,Jun,Mumbai,Ola Electric,Photon HX,2663,53,76,79768
2018,Jun,Mumbai,Ola Electric,Chetak,382,83,86,49141
2018,Jun,Mumbai,Ola Electric,iQube,4303,46,87,130245
2018,Jun,Mumbai,Hero Electric,450X,3376,56,99,96794
2018,Jun,Mumbai,Hero Electric,S1 Pro,3794,72,55,56979
2018,Jun,Mumbai,Hero Electric,Photon HX,2243,65,88,110846
2018,Jun,Mumbai,Hero Electric,Chetak,4274,56,77,139874
2018,Jun,Mumbai,Hero Electric,iQube,809,73,112,91590
2018,Jun,Mumbai,Bajaj,450X,3056,87,58,96041
2018,Jun,Mumbai,Bajaj,S1 Pro,2137,75,111,98111
2018,Jun,Mumbai,Bajaj,Photon HX,4397,45,117,49829
2018,Jun,Mumbai,Bajaj,Chetak,1895,68,116,146448
2018,Jun,Mumbai,Bajaj,iQube,2201,44,95,133651
2018,Jun,Mumbai,TVS,450X,2535,68,94,54365
2018,Jun,Mumbai,TVS,S1 Pro,2040,43,77,146380
2018,Jun,Mumbai,TVS,Photon HX,2166,60,97,144043
2018,Jun,Mumbai,TVS,Chetak,522,65,75,121042
2018,Jun,Mumbai,TVS,iQube,783,100,102,75531
2018,Jun,Delhi,Ather,450X,1618,41,66,58525
2018,Jun,Delhi,Ather,S1 Pro,290,99,63,86474
2018,Jun,Delhi,Ather,Photon HX,3374,96,68,120232
2018,Jun,Delhi,Ather,Chetak,1944,51,78,105972
2018,Jun,Delhi,Ather,iQube,260,84,105,135815
2018,Jun,Delhi,Ola Electric,450X,899,51,96,47869
2018,Jun,Delhi,Ola Electric,S1 Pro,1952,97,83,88843
2018,Jun,Delhi,Ola Electric,Photon HX,174,47,61,90222
2018,Jun,Delhi,Ola Electric,Chetak,4685,59,61,70540
2018,Jun,Delhi,Ola Electric,iQube,1863,95,62,97409
2018,Jun,Delhi,Hero Electric,450X,893,62,110,145090
2018,Jun,Delhi,Hero Electric,S1 Pro,393,92,71,105522
2018,Jun,Delhi,Hero Electric,Photon HX,1112,48,124,61585
2018,Jun,Delhi,Hero Electric,Chetak,3574,67,118,126004
2018,Jun,Delhi,Hero Electric,iQube,3038,86,110,47062
2018,Jun,Delhi,Bajaj,450X,1814,65,105,70597
2018,Jun,Delhi,Bajaj,S1 Pro,3878,83,94,141723
2018,Jun,Delhi,Bajaj,Photon HX,4086,58,83,105247
2018,Jun,Delhi,Bajaj,Chetak,1592,88,107,123898
2018,Jun,Delhi,Bajaj,iQube,2513,47,57,107552
2018,Jun,Delhi,TVS,450X,901,86,58,121968
2018,Jun,Delhi,TVS,S1 Pro,2067,57,122,128397
2018,Jun,Delhi,TVS,Photon HX,3260,54,59,61232
2018,Jun,Delhi,TVS,Chetak,1946,86,118,55289
2018,Jun,Delhi,TVS,iQube,4965,99,63,114236
2018,Jun,Bangalore,Ather,450X,3549,57,123,122442
2018,Jun,Bangalore,Ather,S1 Pro,2183,40,62,119185
2018,Jun,Bangalore,Ather,Photon HX,4799,56,74,100971
2018,Jun,Bangalore,Ather,Chetak,4072,54,117,147707
2018,Jun,Bangalore,Ather,iQube,474,54,99,80193
2018,Jun,Bangalore,Ola Electric,450X,1083,50,85,142166
2018,Jun,Bangalore,Ola Electric,S1 Pro,283,60,65,149401
2018,Jun,Bangalore,Ola Electric,Photon HX,1332,53,77,84682
2018,Jun,Bangalore,Ola Electric,Chetak,1616,94,80,137644
2018,Jun,Bangalore,Ola Electric,iQube,4116,48,73,96765
2018,Jun,Bangalore,Hero Electric,450X,619,40,99,125755
2018,Jun,Bangalore,Hero Electric,S1 Pro,1591,94,99,114958
2018,Jun,Bangalore,Hero Electric,Photon HX,449,56,91,77589
2018,Jun,Bangalore,Hero Electric,Chetak,4117,56,111,49576
2018,Jun,Bangalore,Hero Electric,iQube,2682,95,102,102943
2018,Jun,Bangalore,Bajaj,450X,1110,93,76,80341
2018,Jun,Bangalore,Bajaj,S1 Pro,1132,98,116,117624
2018,Jun,Bangalore,Bajaj,Photon HX,2407,82,77,147836
2018,Jun,Bangalore,Bajaj,Chetak,1302,98,109,101566
2018,Jun,Bangalore,Bajaj,iQube,244,68,71,136646
2018,Jun,Bangalore,TVS,450X,861,79,111,100601
2018,Jun,Bangalore,TVS,S1 Pro,4002,73,99,96521
2018,Jun,Bangalore,TVS,Photon HX,3749,55,76,136127
2018,Jun,Bangalore,TVS,Chetak,4950,66,123,132078
2018,Jun,Bangalore,TVS,iQube,3358,53,86,110798
2018,Jun,Chennai,Ather,450X,2923,95,97,115634
2018,Jun,Chennai,Ather,S1 Pro,988,82,58,81797
2018,Jun,Chennai,Ather,Photon HX,3424,65,74,55584
2018,Jun,Chennai,Ather,Chetak,1629,54,95,102554
2018,Jun,Chennai,Ather,iQube,562,92,92,143096
2018,Jun,Chennai,Ola Electric,450X,1094,71,113,123596
2018,Jun,Chennai,Ola Electric,S1 Pro,1004,47,82,115405
2018,Jun,Chennai,Ola Electric,Photon HX,2138,48,90,112375
2018,Jun,Chennai,Ola Electric,Chetak,897,42,113,52215
2018,Jun,Chennai,Ola Electric,iQube,3152,71,99,114088
2018,Jun,Chennai,Hero Electric,450X,559,44,127,49324
2018,Jun,Chennai,Hero Electric,S1 Pro,2224,47,91,118371
2018,Jun,Chennai,Hero Electric,Photon HX,3101,85,62,90290
2018,Jun,Chennai,Hero Electric,Chetak,2845,55,75,69130
2018,Jun,Chennai,Hero Electric,iQube,613,91,60,96685
2018,Jun,Chennai,Bajaj,450X,2245,71,62,133058
2018,Jun,Chennai,Bajaj,S1 Pro,1080,70,89,85888
2018,Jun,Chennai,Bajaj,Photon HX,2973,70,98,114931
2018,Jun,Chennai,Bajaj,Chetak,3067,98,109,61378
2018,Jun,Chennai,Bajaj,iQube,2271,99,120,76793
2018,Jun,Chennai,TVS,450X,1382,60,65,63515
2018,Jun,Chennai,TVS,S1 Pro,2644,57,115,120543
2018,Jun,Chennai,TVS,Photon HX,4185,57,79,82938
2018,Jun,Chennai,TVS,Chetak,1270,49,111,73017
2018,Jun,Chennai,TVS,iQube,1193,59,78,93298
2018,Jun,Kolkata,Ather,450X,1155,89,114,96570
2018,Jun,Kolkata,Ather,S1 Pro,3063,100,98,70449
2018,Jun,Kolkata,Ather,Photon HX,1293,70,120,145397
2018,Jun,Kolkata,Ather,Chetak,1958,63,103,66505
2018,Jun,Kolkata,Ather,iQube,639,42,63,94667
2018,Jun,Kolkata,Ola Electric,450X,4068,97,57,45663
2018,Jun,Kolkata,Ola Electric,S1 Pro,3163,47,71,86071
2018,Jun,Kolkata,Ola Electric,Photon HX,1279,56,77,99001
2018,Jun,Kolkata,Ola Electric,Chetak,3956,83,74,143383
2018,Jun,Kolkata,Ola Electric,iQube,4623,88,69,100974
2018,Jun,Kolkata,Hero Electric,450X,1725,46,118,83892
2018,Jun,Kolkata,Hero Electric,S1 Pro,3852,50,107,110931
2018,Jun,Kolkata,Hero Electric,Photon HX,1573,87,58,104887
2018,Jun,Kolkata,Hero Electric,Chetak,1572,65,125,59437
2018,Jun,Kolkata,Hero Electric,iQube,409,46,77,137588
2018,Jun,Kolkata,Bajaj,450X,167,85,107,83409
2018,Jun,Kolkata,Bajaj,S1 Pro,3985,62,127,112994
2018,Jun,Kolkata,Bajaj,Photon HX,626,89,101,93682
2018,Jun,Kolkata,Bajaj,Chetak,557,63,87,120866
2018,Jun,Kolkata,Bajaj,iQube,1612,69,69,83630
2018,Jun,Kolkata,TVS,450X,4590,65,61,112676
2018,Jun,Kolkata,TVS,S1 Pro,4340,83,57,131567
2018,Jun,Kolkata,TVS,Photon HX,4966,100,81,117140
2018,Jun,Kolkata,TVS,Chetak,330,86,69,121645
2018,Jun,Kolkata,TVS,iQube,4463,89,98,64438
2018,Jul,Mumbai,Ather,450X,1278,85,108,94440
2018,Jul,Mumbai,Ather,S1 Pro,970,90,108,114154
2018,Jul,Mumbai,Ather,Photon HX,2264,97,118,117162
2018,Jul,Mumbai,Ather,Chetak,1958,70,91,127904
2018,Jul,Mumbai,Ather,iQube,1210,96,70,105930
2018,Jul,Mumbai,Ola Electric,450X,1104,98,61,97940
2018,Jul,Mumbai,Ola Electric,S1 Pro,1874,87,102,107620
2018,Jul,Mumbai,Ola Electric,Photon HX,3060,42,91,50598
2018,Jul,Mumbai,Ola Electric,Chetak,4532,59,81,46484
2018,Jul,Mumbai,Ola Electric,iQube,4064,98,120,54592
2018,Jul,Mumbai,Hero Electric,450X,970,40,90,88511
2018,Jul,Mumbai,Hero Electric,S1 Pro,4808,47,104,77197
2018,Jul,Mumbai,Hero Electric,Photon HX,3314,53,122,59684
2018,Jul,Mumbai,Hero Electric,Chetak,4481,86,91,125446
2018,Jul,Mumbai,Hero Electric,iQube,2881,82,59,116596
2018,Jul,Mumbai,Bajaj,450X,2459,62,111,128484
2018,Jul,Mumbai,Bajaj,S1 Pro,2666,99,81,103178
2018,Jul,Mumbai,Bajaj,Photon HX,1636,72,112,129798
2018,Jul,Mumbai,Bajaj,Chetak,1763,47,62,132695
2018,Jul,Mumbai,Bajaj,iQube,1111,92,64,93749
2018,Jul,Mumbai,TVS,450X,4933,79,60,118531
2018,Jul,Mumbai,TVS,S1 Pro,1992,69,99,97756
2018,Jul,Mumbai,TVS,Photon HX,116,60,117,128838
2018,Jul,Mumbai,TVS,Chetak,599,64,82,57533
2018,Jul,Mumbai,TVS,iQube,3873,83,111,119270
2018,Jul,Delhi,Ather,450X,1172,100,122,47991
2018,Jul,Delhi,Ather,S1 Pro,2948,69,122,83203
2018,Jul,Delhi,Ather,Photon HX,2036,87,81,92107
2018,Jul,Delhi,Ather,Chetak,294,46,122,48910
2018,Jul,Delhi,Ather,iQube,139,80,80,90334
2018,Jul,Delhi,Ola Electric,450X,4972,72,116,80012
2018,Jul,Delhi,Ola Electric,S1 Pro,3302,81,103,114545
2018,Jul,Delhi,Ola Electric,Photon HX,1273,60,88,46260
2018,Jul,Delhi,Ola Electric,Chetak,758,94,115,89671
2018,Jul,Delhi,Ola Electric,iQube,1929,46,118,132855
2018,Jul,Delhi,Hero Electric,450X,2671,87,90,109780
2018,Jul,Delhi,Hero Electric,S1 Pro,4026,65,60,68867
2018,Jul,Delhi,Hero Electric,Photon HX,3353,73,93,135129
2018,Jul,Delhi,Hero Electric,Chetak,1717,60,98,148155
2018,Jul,Delhi,Hero Electric,iQube,3267,56,85,61154
2018,Jul,Delhi,Bajaj,450X,849,97,89,81961
2018,Jul,Delhi,Bajaj,S1 Pro,2059,85,70,129973
2018,Jul,Delhi,Bajaj,Photon HX,431,100,108,122212
2018,Jul,Delhi,Bajaj,Chetak,765,73,81,128862
2018,Jul,Delhi,Bajaj,iQube,4262,95,119,114048
2018,Jul,Delhi,TVS,450X,4350,52,64,52320
2018,Jul,Delhi,TVS,S1 Pro,414,42,103,127369
2018,Jul,Delhi,TVS,Photon HX,3447,61,59,94901
2018,Jul,Delhi,TVS,Chetak,2892,60,88,100672
2018,Jul,Delhi,TVS,iQube,143,83,116,104789
2018,Jul,Bangalore,Ather,450X,1628,74,123,81969
2018,Jul,Bangalore,Ather,S1 Pro,4864,46,103,99390
2018,Jul,Bangalore,Ather,Photon HX,2213,84,66,59105
2018,Jul,Bangalore,Ather,Chetak,4541,51,76,126665
2018,Jul,Bangalore,Ather,iQube,3212,58,68,61609
2018,Jul,Bangalore,Ola Electric,450X,4882,61,106,110969
2018,Jul,Bangalore,Ola Electric,S1 Pro,4040,43,112,68394
2018,Jul,Bangalore,Ola Electric,Photon HX,4089,48,101,142878
2018,Jul,Bangalore,Ola Electric,Chetak,1384,54,109,126513
2018,Jul,Bangalore,Ola Electric,iQube,1610,80,124,83160
2018,Jul,Bangalore,Hero Electric,450X,1610,66,81,58590
2018,Jul,Bangalore,Hero Electric,S1 Pro,1284,49,55,77770
2018,Jul,Bangalore,Hero Electric,Photon HX,567,62,82,133210
2018,Jul,Bangalore,Hero Electric,Chetak,3433,80,115,57073
2018,Jul,Bangalore,Hero Electric,iQube,1456,57,99,111560
2018,Jul,Bangalore,Bajaj,450X,1630,90,107,100343
2018,Jul,Bangalore,Bajaj,S1 Pro,3880,43,73,129019
2018,Jul,Bangalore,Bajaj,Photon HX,1075,43,81,136317
2018,Jul,Bangalore,Bajaj,Chetak,1698,52,123,87810
2018,Jul,Bangalore,Bajaj,iQube,4337,57,85,124346
2018,Jul,Bangalore,TVS,450X,4707,96,90,115049
2018,Jul,Bangalore,TVS,S1 Pro,3615,87,115,107934
2018,Jul,Bangalore,TVS,Photon HX,1317,55,111,58549
2018,Jul,Bangalore,TVS,Chetak,3150,77,68,87987
2018,Jul,Bangalore,TVS,iQube,2869,40,121,85382
2018,Jul,Chennai,Ather,450X,1477,85,103,65667
2018,Jul,Chennai,Ather,S1 Pro,1968,96,66,91073
2018,Jul,Chennai,Ather,Photon HX,2760,57,71,102954
2018,Jul,Chennai,Ather,Chetak,2365,88,90,118194
2018,Jul,Chennai,Ather,iQube,2396,40,116,58397
2018,Jul,Chennai,Ola Electric,450X,4966,61,76,75826
2018,Jul,Chennai,Ola Electric,S1 Pro,3651,65,127,58288
2018,Jul,Chennai,Ola Electric,Photon HX,1087,92,126,100329
2018,Jul,Chennai,Ola Electric,Chetak,741,64,83,99197
2018,Jul,Chennai,Ola Electric,iQube,4834,75,118,138167
2018,Jul,Chennai,Hero Electric,450X,942,81,109,98177
2018,Jul,Chennai,Hero Electric,S1 Pro,4408,66,70,53198
2018,Jul,Chennai,Hero Electric,Photon HX,109,68,118,104446
2018,Jul,Chennai,Hero Electric,Chetak,2334,68,60,148301
2018,Jul,Chennai,Hero Electric,iQube,2656,51,62,104080
2018,Jul,Chennai,Bajaj,450X,1969,47,73,91088
2018,Jul,Chennai,Bajaj,S1 Pro,2685,57,104,128339
2018,Jul,Chennai,Bajaj,Photon HX,3297,42,59,55188
2018,Jul,Chennai,Bajaj,Chetak,2444,85,76,101678
2018,Jul,Chennai,Bajaj,iQube,2779,51,87,136590
2018,Jul,Chennai,TVS,450X,3497,98,56,57483
2018,Jul,Chennai,TVS,S1 Pro,1135,49,117,87218
2018,Jul,Chennai,TVS,Photon HX,3187,94,73,47824
2018,Jul,Chennai,TVS,Chetak,2559,68,95,134421
2018,Jul,Chennai,TVS,iQube,967,76,86,72797
